"Id","EZI_ADD","Geographical.Coordinate","Archetype","BDIAgentType","HasDependents","WillGoHomeAfterVisitingDependents","WillGoHomeBeforeLeaving","WillStay","ResponseThresholdInitial","ResponseThresholdFinal","ImpactFromVisibleSmoke","ImpactFromImmersionInSmoke","ImpactFromVisibleEmbers","ImpactFromVisibleFire","ImpactFromVisibleResponders","ImpactFromMessageAdvice","ImpactFromMessageWatchAndAct","ImpactFromMessageEmergencyWarning","ImpactFromMessageEvacuateNow","ImpactFromMessageRespondersAttending","ImpactFromFireDangerIndexRating","ImpactFromSocialMessage","LagTimeInMinsForInitialResponse","LagTimeInMinsForFinalResponse","HasDependentsAtLocation"
342,"423 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64246807999993, -37.81129015908566]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","true","false",0.29,0.51,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,16.59,10.13,""
343,"101 HAZELDENE ROAD GLADYSDALE 3797","[145.64634862, -37.830353319085475]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","true","false","true","false",0.49,0.47,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,14.54,11.17,"[145.653181,-37.785945]"
344,"495 PARKINSONS ROAD GLADYSDALE 3797","[145.63327460999992, -37.826052029085574]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","false","false","false","false",0.38,0.67,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,15.54,10.25,""
345,"555 TARRANGO ROAD GLADYSDALE 3797","[145.65874145199993, -37.82179989708558]","Responsibility.Denier","io.github.agentsoz.ees.agents.archetype.ResponsibilityDenier","true","false","false","false",0.44,0.54,0,0.1,0.2,0.3,-0.3,0,0,0,0.327,-0.2,0,0.1,19.21,7.41,"[145.652005,-37.785169]"
346,"1637 LITTLE YARRA ROAD POWELLTOWN 3797","[145.75040188, -37.86257050908527]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.5,0.88,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,16.26,10.95,""
347,"1633 LITTLE YARRA ROAD POWELLTOWN 3797","[145.74976843, -37.862383529085236]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","false","false",0.66,0.81,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,11.73,8.28,""
348,"1656 LITTLE YARRA ROAD POWELLTOWN 3797","[145.75286494999997, -37.86347085908526]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.58,0.85,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,13.82,7.77,""
349,"23 YARRA STREET POWELLTOWN 3797","[145.75017707999993, -37.8646673290852]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","false","false",0.59,0.94,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,11.55,8.96,""
350,"25 EUCALYPTUS DRIVE POWELLTOWN 3797","[145.74310217000001, -37.86265498908526]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.69,0.83,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,14.49,8.24,""
351,"2 YARRA STREET POWELLTOWN 3797","[145.7527, -37.86481791908522]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.8,0.89,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,9.5,9.72,""
352,"18 SURREY ROAD POWELLTOWN 3797","[145.75617593, -37.865905669085244]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.42,0.62,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,15.01,9.48,""
353,"1635 LITTLE YARRA ROAD POWELLTOWN 3797","[145.75014137999992, -37.86251366908525]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.72,0.64,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,9.69,9.67,""
354,"27 YARRA STREET POWELLTOWN 3797","[145.74966050999996, -37.86473466908526]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.62,0.76,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,9.61,10.78,""
355,"25 MALLETGUM LANE POWELLTOWN 3797","[145.74303323, -37.8580869390853]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.55,0.68,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,10.92,11.73,""
356,"20 MESSMATE CLOSE POWELLTOWN 3797","[145.75944931, -37.86654589908524]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.59,1.02,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,14.21,10.34,""
357,"1505 LITTLE YARRA ROAD POWELLTOWN 3797","[145.73634087999991, -37.859833739085296]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.61,1.02,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,12.46,3.12,""
358,"1483 LITTLE YARRA ROAD POWELLTOWN 3797","[145.73373551999995, -37.859962709085266]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","false","false",0.76,0.74,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,19.46,8.33,""
359,"1A SURREY ROAD POWELLTOWN 3797","[145.7547392, -37.86462975908526]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","true","true","true","false",0.54,0.72,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,8.18,12.33,"[145.629125,-37.783032]"
360,"7 SURREY ROAD POWELLTOWN 3797","[145.75496946999996, -37.865334329085265]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","false","false",0.48,0.98,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,10.79,11.58,""
361,"8 LLOYDS ROAD POWELLTOWN 3797","[145.75721706, -37.866292779085214]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.43,0.74,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,11.57,6.83,""
362,"130 BLACKSANDS ROAD THREE BRIDGES 3797","[145.68066771999995, -37.83211290908549]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.49,0.82,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,16.46,7.3,""
363,"39 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.6895821299999, -37.8583409490853]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.6,0.83,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,13.66,10.08,""
364,"105 COLES ROAD THREE BRIDGES 3797","[145.68454898000002, -37.83739356908549]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","true","true","true","false",0.48,0.74,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,14.32,13.25,"[145.627612,-37.796127]"
365,"105 COLES ROAD THREE BRIDGES 3797","[145.68454898000002, -37.83739356908549]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.68,0.89,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,18.67,6.2,""
366,"MANNAGUM ROAD THREE BRIDGES 3797","[145.65307768, -37.872717649085196]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","false","false",0.52,0.75,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,17.59,8.91,""
367,"45 MT BRIDE ROAD THREE BRIDGES 3797","[145.74041270999996, -37.828974599085505]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.71,0.77,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,17.4,10.32,""
368,"COLES ROAD THREE BRIDGES 3797","[145.68707441, -37.842994269085416]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.67,0.7,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,11.12,10.39,""
369,"39 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.6895821299999, -37.8583409490853]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","false","false",0.58,0.9,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,12.38,11.64,""
370,"45 MCCONACHYS ROAD THREE BRIDGES 3797","[145.7012747799999, -37.84972809908538]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.61,0.61,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,19.91,10.51,""
371,"YARRA JUNCTION-NOOJEE ROAD THREE BRIDGES 3797","[145.6863780999999, -37.84599215908536]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.59,0.89,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,7.67,10.82,""
372,"960-970 LITTLE YARRA ROAD THREE BRIDGES 3797","[145.68311680999997, -37.843680439085404]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.64,0.68,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,14.11,12.84,""
373,"990 LITTLE YARRA ROAD THREE BRIDGES 3797","[145.68341171999992, -37.844590059085384]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.47,0.82,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,17.16,7.23,""
374,"21 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.69041432999992, -37.85542020908532]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.52,0.79,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,17.89,9.05,""
375,"41 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.68978850999994, -37.85866679908529]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","true","true","true","false",0.35,0.78,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,17.38,8.92,"[145.625825,-37.782109]"
376,"105 COLES ROAD THREE BRIDGES 3797","[145.68454898000002, -37.83739356908549]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","false","false","false",0.55,0.93,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,19.89,10.29,""
377,"930 LITTLE YARRA ROAD THREE BRIDGES 3797","[145.68311680999997, -37.843680439085404]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.6,0.86,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,19.01,9.98,""
378,"95 COLES ROAD THREE BRIDGES 3797","[145.68427873999994, -37.83778949908544]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","false","false",0.57,0.83,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,18.15,12.75,""
379,"37 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.68992374, -37.85809149908529]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.61,0.76,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,17.59,8.41,""
380,"5 HACKETTS CREEK ROAD THREE BRIDGES 3797","[145.69105463999992, -37.851993519085376]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","false","false",0.57,0.66,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,17.26,11.95,""
381,"720 LITTLE YARRA ROAD GLADYSDALE 3797","[145.66387347, -37.82877841908552]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","false","false",0.74,0.76,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,13.48,6.7,""
382,"20 BAROONA ROAD GLADYSDALE 3797","[145.64790785, -37.812871199085656]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.53,0.8,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,18.62,10.21,""
383,"430 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64108409999992, -37.81066421908565]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.73,0.75,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,12.68,7.74,""
384,"20 BAROONA ROAD GLADYSDALE 3797","[145.64790785, -37.812871199085656]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.65,0.76,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,18.91,9.34,""
385,"505 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64857583, -37.816244529085644]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.56,0.82,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,14.65,11.33,""
386,"595 PARKINSONS ROAD GLADYSDALE 3797","[145.64430808999995, -37.82830219908551]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.49,0.75,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,18.93,11.88,""
387,"605 PARKINSONS ROAD GLADYSDALE 3797","[145.64583976999992, -37.82875917908557]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.5,0.85,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,12.94,9.67,""
388,"80 PRICES ROAD GLADYSDALE 3797","[145.63421621999996, -37.84003701908548]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.56,0.85,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,14.77,6.97,""
389,"610C PARKINSONS ROAD GLADYSDALE 3797","[145.642512569, -37.83072562008551]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.55,0.75,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,13.92,6.34,""
390,"60 HAZELDENE ROAD GLADYSDALE 3797","[145.648785, -37.82740039908553]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.54,0.94,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,16.58,7.21,""
391,"530 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64921198199997, -37.81902736408561]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.57,0.88,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,15.94,8.53,""
392,"68 HAZELDENE ROAD GLADYSDALE 3797","[145.64804009999997, -37.82786688908554]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.49,0.84,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,16.49,10.21,""
393,"230A HAZELDENE ROAD GLADYSDALE 3797","[145.638711, -37.845088989085404]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.54,0.78,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,7.87,12.69,""
394,"440 TARRANGO ROAD GLADYSDALE 3797","[145.65562533699992, -37.813824303085646]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","true","true","false","false",0.5,0.73,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,17.38,11.75,"[145.627550,-37.766824]"
395,"235 PRICES ROAD GLADYSDALE 3797","[145.62971075999994, -37.85014186908537]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.57,0.67,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,13.39,8.95,""
396,"610 LITTLE YARRA ROAD GLADYSDALE 3797","[145.6554710599999, -37.82482417908559]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.6,0.64,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,22.73,12.75,""
397,"235 PRICES ROAD GLADYSDALE 3797","[145.62971075999994, -37.85014186908537]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.69,0.96,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,11.75,6.75,""
398,"10 RYMERS ROAD GLADYSDALE 3797","[145.64312611, -37.858633929085265]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","true","true","true","false",0.58,1.02,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,19.95,10.26,"[145.631872,-37.781325]"
399,"610 PARKINSONS ROAD GLADYSDALE 3797","[145.64586955699994, -37.829214115085556]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","false","false",0.56,0.65,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,15.34,7.52,""
400,"580 PARKINSONS ROAD GLADYSDALE 3797","[145.64257045999994, -37.82829289908556]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.56,0.64,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,19.73,9.59,""
401,"180 PRICES ROAD GLADYSDALE 3797","[145.6279816, -37.84348596908539]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.74,0.81,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,11.77,9.16,""
402,"300 HAZELDENE ROAD GLADYSDALE 3797","[145.64435734100002, -37.84231005308544]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","true","false","true","false",0.58,0.82,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,19.26,11.61,"[145.631684,-37.781443]"
403,"230 HAZELDENE ROAD GLADYSDALE 3797","[145.638711, -37.845088989085404]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.63,0.84,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,10.62,11.79,""
404,"35 ST BENEDICTS DRIVE GLADYSDALE 3797","[145.65320605999997, -37.8580047390853]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","false","true","false",0.52,0.95,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,15.96,11.61,""
405,"15 PETTITT ROAD GLADYSDALE 3797","[145.64694714999993, -37.817061199085636]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.65,0.73,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,21.35,9.51,""
406,"65C ST BENEDICTS DRIVE GLADYSDALE 3797","[145.65029790999992, -37.86102152908529]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.53,0.75,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,15.5,8.79,""
407,"1 ST BENEDICTS DRIVE GLADYSDALE 3797","[145.65523553, -37.85820307908529]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.54,0.79,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,19.88,10.58,""
408,"527 LITTLE YARRA ROAD GLADYSDALE 3797","[145.65058053999994, -37.818235079085625]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.65,0.92,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,18.03,7.7,""
409,"1 ST BENEDICTS DRIVE GLADYSDALE 3797","[145.65523553, -37.85820307908529]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.39,0.89,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,13.84,10.12,""
410,"530 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64921198199997, -37.81902736408561]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.53,0.86,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,10.43,5.99,""
411,"46A HAZELDENE ROAD GLADYSDALE 3797","[145.6504281799999, -37.826371609085555]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","false","false",0.73,0.85,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,13.7,13.04,""
412,"64 HAZELDENE ROAD GLADYSDALE 3797","[145.64842896000002, -37.827623359085564]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","true","true","true","false",0.44,0.81,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,16.84,11.7,"[145.624745,-37.794452]"
413,"610C PARKINSONS ROAD GLADYSDALE 3797","[145.642512569, -37.83072562008551]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.53,1,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,11.81,7.64,""
414,"555 TARRANGO ROAD GLADYSDALE 3797","[145.65874145199993, -37.82179989708558]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.7,0.75,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,12.74,11.32,""
415,"473 LITTLE YARRA ROAD GLADYSDALE 3797","[145.64688544999998, -37.81402891908565]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.55,0.75,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,14.59,7.1,""
416,"355 PRICES ROAD GLADYSDALE 3797","[145.62964568999993, -37.85304316908532]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.54,0.82,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,10.81,11.8,""
417,"46A HAZELDENE ROAD GLADYSDALE 3797","[145.6504281799999, -37.826371609085555]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.62,0.85,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,20.4,11.71,""
418,"46 HAZELDENE ROAD GLADYSDALE 3797","[145.6504281799999, -37.826371609085555]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.66,0.92,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,12.87,11.17,""
419,"5A HAZELDENE ROAD GLADYSDALE 3797","[145.65385181299993, -37.8245289850856]","Threat.Denier","io.github.agentsoz.ees.agents.archetype.ThreatDenier","false","true","true","false",0.78,0.8,0,0.1,0.2,0.5,-0.1,0,0,0,0,0,0,0,22.33,9.44,""
420,"1567 LITTLE YARRA ROAD POWELLTOWN 3797","[145.74323135999995, -37.86038565908531]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
421,"1575 LITTLE YARRA ROAD POWELLTOWN 3797","[145.74412296999998, -37.860591819085286]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
422,"3 BLAKE STREET POWELLTOWN 3797","[145.75326711999998, -37.86437529908526]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
423,"BLACKSANDS ROAD POWELLTOWN 3797","[145.78685699000002, -37.819204429085616]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
424,"BLACKSANDS ROAD POWELLTOWN 3797","[145.78685699000002, -37.819204429085616]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
425,"10 LLOYDS ROAD POWELLTOWN 3797","[145.7573968, -37.86642084908524]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
426,"TEA TREE LANE POWELLTOWN 3797","[145.74665691999994, -37.864431399085255]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
427,"7 YARRA STREET POWELLTOWN 3797","[145.75197519999992, -37.86502485908524]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
428,"1625 LITTLE YARRA ROAD POWELLTOWN 3797","[145.74936062999993, -37.86229807908527]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
429,"20 MESSMATE CLOSE POWELLTOWN 3797","[145.75944931, -37.86654589908524]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
430,"15 BLAKE STREET POWELLTOWN 3797","[145.75288198999996, -37.86568516908523]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
431,"1635 LITTLE YARRA ROAD POWELLTOWN 3797","[145.75014137999992, -37.86251366908525]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
432,"BLACKSANDS ROAD POWELLTOWN 3797","[145.75880349999997, -37.82623490908555]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
433,"1640 LITTLE YARRA ROAD POWELLTOWN 3797","[145.75122635, -37.863128979085246]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
434,"YARRA JUNCTION-NOOJEE ROAD POWELLTOWN 3797","[145.756487, -37.864692059085236]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
435,"1613 LITTLE YARRA ROAD POWELLTOWN 3797","[145.74804689999993, -37.8620047190853]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
436,"19 BLAKE STREET POWELLTOWN 3797","[145.75215591000003, -37.865743529085194]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
437,"1/4A BLAKE STREET POWELLTOWN 3797","[145.75229984999996, -37.86393890908528]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
438,"5 BLAKE STREET POWELLTOWN 3797","[145.7532340899999, -37.86450220908527]","Unknown.Type","io.github.agentsoz.ees.agents.archetype.UnknownType","false","false","false","false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
